#I, J,  Distance,  diameter
408,1140,12.636,3.5496
1781,1992,18.76,2.0111
2764,2869,13.996,3.1594
624,1316,13.199,3.8779
1394,1689,17.276,2.1231
744,747,15.651,3.3745
2900,2978,15.328,1.2996
380,1744,16.577,4.5535
331,2373,20.595,2.1368
1258,1726,9.8209,4.3718
341,839,23.807,3.3176
647,1393,11.861,3.6494
233,497,12.581,4.4765
233,1353,9.7916,4.8848
168,1517,22.945,3.5141
91,744,27.662,3.5585
1161,2900,11.128,2.5485
248,958,18.805,4.2265
2373,2548,17.265,2.9032
852,1726,17.894,2.3724
719,883,17.879,2.9824
294,341,11.634,5.1721
2495,3548,14.068,2.58
102,3181,18.937,2.7233
345,484,8.1079,4.3725
49,1517,22.55,4.3014
418,2883,21.067,2.9657
2112,2507,17.249,1.5258
225,2948,17.608,3.1779
165,365,12.497,5.674
337,365,10.344,5.5641
1102,1631,15.289,3.482
23,805,24.555,3.2821
341,2058,19.419,2.5981
154,408,12.678,5.0985
154,1240,20.365,4.8711
61,2271,18.698,3.5179
1353,1392,10.543,2.987
1392,2541,12.043,3.1415
1377,2541,22.365,1.6837
728,3712,25.166,2.2981
2978,3346,7.7929,1.695
649,1625,8.0215,4.4448
53,1238,20.103,3.6963
430,496,11.442,4.0525
2103,2876,11.457,1.4437
1657,2373,8.9699,4.0703
883,1959,11.78,2.8088
3095,3789,15.709,1.6997
1280,1509,17.219,4.1299
408,2437,11.931,3.6887
344,776,15.252,2.9877
825,908,8.5892,3.0594
776,2441,17.406,0.41542
344,1056,17.438,1.8909
226,1789,13.348,3.8419
747,1689,18.649,1.0675
649,2619,14.014,2.8929
1068,1152,14.273,3.9939
225,1661,18.388,2.8794
91,1314,18.959,4.2531
565,1039,15.646,3.2869
375,1102,15.919,3.8405
719,2548,12.076,3.0456
496,719,16.89,2.6846
1593,1657,10.114,3.3172
797,1593,11.01,3.428
1464,2058,16.353,2.4614
647,797,15.059,4.8699
588,2437,18.011,1.2017
344,2502,13.867,2.0644
1884,2867,11.032,2.874
1781,3411,11.083,3.1036
624,2541,13.91,2.8418
2764,2883,10.138,3.6156
297,2298,22.569,2.4554
297,1359,16.824,4.3674
386,1661,21.046,3.7709
1661,1682,15.547,3.1682
105,337,11.499,4.911
165,2619,22.52,4.1174
411,1142,14.568,2.5389
140,1013,20.645,1.6316
53,565,19.535,3.6891
1545,1744,7.8409,3.4141
18,1631,23.104,1.2726
797,1959,9.9663,4.3314
776,805,21.513,2.5796
1222,2437,14.338,2.6159
776,3722,13.915,2.9909
623,908,10.736,3.8835
1781,3571,13.054,2.3628
1878,2112,10.543,2.84
2507,2522,14.165,2.6059
297,1984,14.193,3.3584
3036,3801,23.089,1.4718
211,318,10.596,5.145
1212,1313,18.19,3.4028
331,958,18.149,1.5841
2109,3058,12.072,2.5334
222,601,18.561,2.4725
795,2058,14.252,2.748
1412,2058,15.186,3.1023
2441,3722,7.9618,3.3425
679,1888,19.671,1.7244
61,877,28.514,3.1663
497,679,13.784,3.0052
233,1392,12.772,4.5121
194,1151,24.111,3.0734
506,1151,21.581,1.2005
49,2522,17.297,2.8998
202,3036,23.913,2.1021
1682,2948,15.783,3.2245
2307,2702,9.3877,2.9161
23,601,20.917,4.0609
795,1258,13.243,2.8479
1884,3458,19.061,0.69025
547,825,13.41,3.881
851,1926,11.005,3.0909
1888,1926,25.595,1.1391
1058,3411,16.618,2.2402
194,1781,23.263,3.0789
423,742,9.6777,4.5421
863,1517,15.515,4.4644
365,649,10.939,4.0433
337,650,15.798,1.4634
958,2548,17.219,2.3483
115,1437,16.504,4.4211
496,2548,11.342,3.4368
23,222,28.708,4.7032
341,808,17.895,2.8956
808,839,19.566,2.1301
3458,3793,11.136,2.4608
547,1222,9.2759,4.499
853,1018,23.537,0.69683
344,2441,12.949,3.7992
679,1926,20.348,1.3862
877,1319,14.783,4.2466
1181,1781,18.787,3.6903
423,1303,15.205,1.5274
2112,2883,10.713,3.4198
142,2298,22.198,3.789
1372,1880,10.983,3.2909
165,649,19.911,5.3772
435,1557,17.508,4.497
358,375,21.621,2.38
1437,2860,8.571,3.3045
808,3458,10.981,4.398
647,1018,16.503,3.1364
154,344,15.442,4.7147
853,2342,22.554,0.64356
164,623,11.765,4.4331
679,851,11.889,3.5311
708,1949,15.3,2.906
168,1208,14.675,3.4474
1058,1781,17.919,3.8381
1878,2343,13.211,3.3285
2112,2343,12.311,3.6207
1833,2431,8.2789,4.492
643,704,17.614,4.6606
2109,2860,12.026,3.6915
1102,1351,12.483,5.1079
341,1641,9.7973,3.5516
908,1222,14.432,2.2946
1018,1193,13.667,4.2343
853,1926,20.425,2.4288
345,2867,16.981,1.0427
164,708,10.796,4.0254
484,1319,11.054,4.5996
1781,2271,12.931,3.274
1087,3131,10.5,2.5639
142,297,28.598,2.9892
90,665,18.334,4.1961
77,1238,21.063,3.0293
2548,3058,18.509,2.5871
852,2103,21.352,1.8662
1593,2548,17.139,1.828
797,1657,15.204,3.5832
1280,1959,14.828,2.8629
2058,2758,11.804,2.3524
610,3095,12.328,2.6757
1151,2150,13.969,3.6619
2095,3131,18.558,1.6683
1079,3712,16.416,1.2108
744,1689,7.1129,3.6323
1161,1880,10.236,3.0638
1152,1625,17.282,2.9523
140,386,18.01,4.5571
1551,2307,14.597,2.8401
115,910,14.673,4.592
375,969,9.2227,3.8622
359,969,15.587,3.2583
137,2362,23.589,3.0417
18,162,16.644,5.8519
162,294,15.284,4.5173
199,1370,30.069,0.64244
852,1258,16.36,3.0253
259,805,17.905,4.1426
601,1222,15.857,4.421
797,1280,25.821,3.4336
610,3548,16.1,2.4937
2867,3458,10.847,2.5768
423,2697,10.165,3.1858
214,2298,27.938,2.1032
214,1359,21.467,3.1094
728,1079,11.441,4.3135
1161,1833,12.077,3.0578
1689,2948,10.951,3.4382
2623,2900,12.349,2.8582
649,1152,17.461,3.7178
1103,1252,17.033,1.211
375,1351,12.608,3.3627
1991,2060,21.05,0.58085
1991,2362,18.378,3.5616
1370,1593,15.565,3.2205
341,852,12.615,4.6437
1258,1641,16.786,3.6592
162,646,21.597,1.4941
308,1412,16.884,3.0662
708,1789,12.515,3.7672
679,2171,15.703,3.0508
1189,2677,19.756,1.9381
742,3664,7.3361,3.2346
1151,1781,22.824,3.1265
423,1878,9.7847,4.6082
423,2883,14.634,3.8008
1880,2431,10.836,0.58236
665,747,14.498,3.9302
1068,1252,12.957,4.6078
1772,1918,11.814,3.6219
1362,2241,12.536,3.3823
435,1362,13.202,3.7709
91,386,24.527,3.1873
338,2382,12.835,3.2542
137,1991,17.622,4.7221
222,1760,16.799,2.2201
863,1208,11.013,3.4467
1878,2507,14.353,2.4591
1420,3131,11.863,3.4583
2343,2507,8.8146,3.1605
953,3809,18.235,1.9694
91,3036,27.394,2.8591
665,744,9.3224,4.7251
1372,2623,15.03,2.5993
1068,1772,18.278,2.4274
456,2382,16.828,3.5397
910,1238,12.997,4.2112
654,1113,15.672,3.6089
1351,1631,16.764,1.7284
23,259,13.343,5.6349
795,1641,14.516,2.7093
308,2758,10.278,2.7429
547,908,12.83,3.2916
1884,2758,16.914,2.6681
345,877,19.666,3.0935
164,851,11.091,3.1771
168,1319,20.375,2.5423
1189,2697,18.064,1.9745
49,863,19.275,4.439
2343,2389,15.237,2.2956
1629,2389,21.634,1.9923
91,3643,24.999,3.0859
105,165,25.834,3.5646
565,1142,8.1247,4.6032
969,1351,9.4374,4.3748
707,719,12.474,3.9402
719,1370,19.722,1.9665
1412,2758,13.953,2.7655
758,1509,28.453,0.93938
833,2495,16.435,3.3955
708,2171,17.247,3.2129
423,3664,9.0132,3.1324
605,966,11.893,3.7272
214,297,17.564,4.6424
456,565,17.734,3.7767
807,2307,14.628,2.7464
222,1595,15.918,4.5798
707,1593,18.385,3.0343
719,1959,20.8,1.4858
200,1412,15.125,3.9078
102,1509,25.616,2.7249
1781,2436,11.273,3.8675
2436,3571,7.8899,2.6872
1058,1151,26.176,2.7471
2869,3253,9.4631,2.6576
142,214,29.656,4.2139
1316,3256,15.466,2.4875
1833,1880,7.2425,3.2829
3036,3643,13.438,2.0131
744,2948,10.848,3.0577
665,2948,9.4598,3.4239
1252,1772,14.572,3.3938
358,2319,19.795,2.6925
137,969,19.049,0.97169
707,2548,16.73,2.3353
200,3095,18.465,2.3084
610,2495,16.355,2.6771
344,805,18.587,2.8373
344,3722,12.21,1.7577
853,1193,13.415,3.7273
547,2437,14.198,2.8927
1240,2271,16.806,0.95685
1189,3253,10.014,3.4777
214,728,18.851,3.8425
1629,3809,10.095,2.0971
862,2948,12.067,3.0334
862,1682,14.198,2.4383
165,337,12.056,5.3687
643,1362,20.46,1.8398
1142,1238,13.27,2.6412
375,654,20.92,3.7122
430,2548,16.08,3.0227
752,1102,10.865,3.8762
752,1448,13.748,4.0717
259,969,21.358,4.7434
1258,2103,15.634,1.8406
162,341,11.155,4.4693
18,808,20.644,2.2911
61,425,13.747,5.575
233,955,15.487,3.5651
679,1244,15.398,4.3736
497,1244,20.683,2.745
1244,2171,19.403,4.1922
2764,3253,11.063,2.4696
105,1152,20.708,2.7603
1557,2241,12.972,3.3918
91,140,20.276,4.364
411,1713,18.344,2.3497
338,1713,13.363,4.7965
411,2382,11.997,1.7004
1054,2307,12.47,2.8329
807,1054,8.242,4.8438
382,1313,19.542,2.4986
1313,2319,17.371,1.495
1657,2109,16.44,2.9844
162,808,14.89,4.0443
345,1711,23.133,3.0562
679,708,13.201,2.9115
1982,2883,16.355,3.6604
1079,2150,19.742,2.8379
318,1152,15.307,3.9623
165,1152,18.581,4.255
338,1557,21.03,3.5852
44,382,26.903,3.4193
382,1212,22.221,4.149
654,752,20.907,1.8121
1437,1595,13.35,3.3945
137,259,17.804,5.1754
259,1351,19.081,3.4944
601,2050,12.647,3.8189
797,1370,13.807,3.5666
79,601,16.833,4.1599
308,2058,17.164,1.906
79,1222,18.368,4.0916
1041,1222,24.467,2.9131
1041,2437,20.764,3.1551
547,1041,16.011,3.5366
1208,3664,15.778,2.324
168,863,17.361,4.4732
1982,2112,16.018,3.4766
142,605,20.503,2.9581
1420,3256,15.104,1.3151
318,1068,22.005,2.9721
165,1068,24.484,2.2418
2623,3078,9.6273,2.9448
643,3243,18.567,2.1264
852,3436,16.937,3.0527
1258,3436,8.8071,3.2411
1726,3436,10.076,2.6086
1370,1959,9.4748,3.8571
797,3352,14.123,3.1751
883,1370,18.483,1.5039
524,797,15.407,3.8306
308,795,16.049,2.9018
1711,2867,9.3728,3.3783
2441,2549,8.6586,2.9193
694,1926,12.162,3.2309
877,1711,28.269,4.0312
708,851,8.4228,4.3145
1878,1982,20.875,2.7591
142,966,13.841,4.6437
2095,3855,16.518,1.9038
49,2507,24.806,3.2334
2389,2960,18.545,1.4323
382,2319,9.1323,4.0527
359,2319,13.972,3.7326
380,1950,28.708,2.8291
222,1991,20.854,3.3761
2103,3436,13.324,1.9728
1657,3352,10.977,1.6259
200,610,16.267,3.9373
102,647,16.043,5.0353
2391,3722,10.007,2.7063
61,2549,13.546,3.381
1629,2960,12.364,2.7848
386,665,18.899,2.4832
105,1252,18.278,2.5155
338,3078,21.876,2.7874
1194,1212,7.2682,3.7671
565,1238,14.667,2.9461
375,1113,14.544,3.8506
115,428,24.487,3.5113
2109,2373,18.43,1.9905
2103,2571,11.164,2.3496
79,547,18.917,4.0696
808,2381,18.634,3.094
417,484,13.808,4.6799
87,877,24.524,2.0397
278,1058,21.031,3.7051
1392,1891,9.746,3.2551
2112,2960,13.488,3.0722
690,1238,14.48,3.4185
1950,2103,24.114,2.7759
137,222,27.115,3.4254
496,707,11.242,4.1551
707,1370,19.545,2.8971
524,647,19.002,3.6895
2381,3458,11.366,2.7417
154,914,8.3466,5.3712
623,853,14.806,4.9458
2391,2441,10.624,2.8746
168,417,9.7463,5.0298
425,1058,20.347,0.86809
87,168,19.156,5.61
2677,3562,6.9912,3.0064
1189,3562,18.258,2.7009
1151,2436,17.397,3.293
1420,3855,17.6,1.8703
1696,3256,16.775,2.7718
2978,3152,14.644,1.1141
1161,2623,17,2.6897
1068,1301,15.085,3.3015
862,1918,14.212,1.9487
96,239,20.486,1.9211
778,1212,10.049,3.0593
2571,3436,8.276,2.8637
156,222,14.038,5.7155
156,2050,13.936,4.4058
200,308,17.594,3.5982
647,1193,14.883,2.5683
408,914,13.799,4.5942
344,2549,11.373,4.3973
694,851,8.8035,4.5895
164,694,10.821,3.5013
278,1151,20.171,3.5616
1982,2343,11.771,3.0283
1161,3152,12.387,2.5437
91,665,21.32,3.8876
140,1661,20.366,3.2659
91,239,20.274,4.0034
752,1113,12.185,3.6504
156,601,21.057,2.2257
2752,2758,11.569,2.3804
908,2293,6.3121,3.1329
345,1319,18.946,3.3849
226,497,21.077,2.6544
1891,2541,7.9987,4.1234
49,2280,12.333,3.9861
1696,2736,10.2,3.1415
1713,2382,9.4666,3.8204
1054,1551,13.322,3.737
1013,3399,16.06,1.9479
778,1194,7.2814,3.6316
778,1013,20.313,1.3935
1760,1991,17.425,3.5119
2548,2965,12.833,2.6925
259,359,25.641,2.0041
1657,3038,10.771,2.9423
2058,2752,16.095,2.1122
623,694,20.432,3.5914
425,2271,15.427,3.7101
417,1319,13.728,4.4403
87,417,13.973,4.6623
1982,2960,7.8149,3.0978
1420,3875,14.126,1.6908
2241,2623,14.617,1.2965
140,239,12.672,3.9775
357,643,21.777,4.1341
140,3399,14.527,2.8697
1210,2109,18.656,3.1613
610,833,18.335,4.5964
2381,2391,10.622,3.076
164,908,15.205,1.7843
425,2549,14.138,3.4752
624,3256,11.472,2.2601
2245,2522,13.17,2.4614
2522,3231,10.925,2.573
2417,2564,19.522,2.0904
3152,3346,15.439,1.5664
3643,3660,10.493,2.2635
318,1301,14.223,4.0873
665,862,12.762,3.6895
1372,1539,16.749,3.6174
357,435,23.859,3.6535
2307,2933,10.37,2.4651
565,2382,12.958,3.4747
704,3243,16.068,3.3852
44,2088,21.679,2.4222
807,2358,10.036,4.0368
1744,3495,12.895,2.0485
1744,1950,16.89,3.1014
428,1437,21.675,2.504
1210,1657,19.167,2.4831
341,640,17.695,5.3433
640,808,12.577,4.1594
200,795,17.984,2.7783
308,381,17.633,4.4195
381,2758,14.407,3.5416
1711,3458,14.827,3.4832
226,679,20.353,1.1993
233,1891,16.571,3.6312
423,1982,22.785,2.297
624,3131,12.375,2.4965
2343,2960,10.678,3.3307
3036,3660,7.3093,2.7788
1539,2623,11.591,4.1559
1539,2241,16.258,2.0875
862,1661,12.06,2.8719
1362,1557,14.79,4.0182
248,789,13.464,3.496
428,565,16.011,3.9346
1545,1950,17.975,1.9189
647,1457,12.627,4.1082
164,2293,16.191,3.77
2642,2867,8.8436,2.8841
226,708,16.669,2.7652
278,425,16.13,4.3978
278,1781,9.5822,3.6805
2697,3664,10.31,2.4332
3131,3855,10.84,2.3107
49,2245,15.968,4.7147
1539,1880,11.596,4.1446
1918,2273,10.322,3.8492
1661,1918,16.728,2.1351
1557,3078,11.69,3.0861
2965,3058,17.049,0.27883
1657,2162,13.395,3.414
524,3352,13.843,2.4404
524,1457,10.102,3.9021
308,2752,10.058,3.4878
908,2888,16.717,3.5201
2642,3458,10.748,3.3175
1711,2381,12.986,3.6955
825,2293,10.25,2.7474
1711,2642,12.019,2.534
154,509,21.591,3.3979
793,2150,12.497,4.205
1161,1539,17.396,2.7809
862,2273,12.473,3.8015
357,1362,17.692,2.87
357,704,21.915,5.0126
373,910,9.1542,4.6333
707,2965,13.653,1.7905
79,1041,20.481,4.7549
381,1884,17.179,3.1885
694,708,9.4059,3.9923
345,417,14.541,4.18
226,1244,17.754,4.1956
49,168,31.362,4.0463
1696,3875,12.645,1.7638
1054,2358,8.1521,4.6756
565,910,20.364,2.1345
428,1238,17.004,2.3072
428,910,12.28,4.1982
373,1238,8.6661,4.2168
248,430,13.044,4.4379
430,707,19.336,3.7061
2109,2162,16.95,2.5717
1593,3038,16.548,2.6965
3038,3352,8.3567,2.8772
805,914,10.592,4.0796
1193,1457,14.283,3.5151
547,2293,9.4607,2.6116
2549,3722,15.078,1.793
102,625,14.378,4.7712
233,1244,23.553,4.6077
87,1319,13.212,4.3709
793,962,11.452,4.4579
142,174,10.02,6.5561
744,3643,17.762,1.1976
2353,2619,24.991,3.2027
239,778,13.793,3.6563
239,3399,15.116,1.8963
382,2088,10.829,4.0042
2109,2837,9.7265,4.0453
1210,3038,15.9,3.8962
162,640,16.566,4.2112
640,2058,20.031,1.3358
623,2888,18.295,1.7471
697,877,28.216,3.081
174,214,13.947,4.4244
1982,2764,21.318,2.3192
2507,3231,14.639,1.8498
1833,3152,12.977,1.4902
1772,1811,10.404,3.406
165,2933,21.336,3.517
778,3399,16.457,1.6622
1950,2097,21.494,2.7161
969,1102,15.064,5.0276
79,2050,17.201,3.3597
697,1319,19.602,4.2005
278,2436,13.29,2.9086
233,902,13.189,3.991
793,1151,10.604,4.8145
962,2280,16.453,4.235
1882,2150,15.392,2.4072
174,966,12.04,4.495
174,297,14.502,5.6556
214,1079,19.132,2.1981
413,1252,8.972,4.7404
165,1252,22.35,3.47
789,3243,9.6065,2.4822
1102,1113,19.884,3.4795
2097,2103,15.885,1.6855
1210,2162,17.342,3.6378
23,846,16.989,4.4501
797,3216,16.153,3.4066
2697,2764,23.223,1.5256
142,1484,21.944,1.9701
624,2455,12.11,2.7666
1151,1882,11.933,4.2747
2245,3231,13.209,3.2498
318,452,17.791,3.6333
91,1599,18.557,4.5224
1301,1811,9.5543,3.1781
413,1772,10.721,3.889
2109,2965,21.488,1.9018
1136,1437,21.686,3.2791
1959,3216,10.342,2.1958
79,587,19.981,4.6726
853,2888,13.361,3.0697
922,1509,16.341,2.7565
2391,2549,15.248,1.9435
344,509,14.187,3.849
625,955,20.293,2.1137
902,1891,11.123,3.4999
624,3086,12.111,3.0886
664,966,13.263,4.3213
174,664,13.625,5.7337
3131,3256,17.037,2.2956
1027,1982,9.8079,4.2612
2417,3231,11.628,2.4587
1880,2949,11.114,2.7754
1013,3380,15.408,1.9968
2113,2860,9.6107,2.9529
1437,2109,21.322,2.8805
1136,2109,19.707,2.5032
2162,3038,14.444,2.3218
341,796,9.3865,4.3202
601,846,15.901,0.27947
200,1258,16.797,3.3287
1935,3458,15.922,3.4015
381,2752,10.126,3.4659
1884,2642,14.831,2.3582
694,853,20.893,2.9266
2542,2677,7.5939,2.9797
1263,3253,17.354,2.2456
1263,2764,15.359,3.1882
2764,2861,15.343,2.9169
1833,2949,9.6505,2.8241
1165,1539,11.719,4.7996
799,1539,15.219,2.8004
2358,3495,12.774,2.5297
1437,2113,12.509,3.5577
2109,2113,14.098,2.5408
162,796,9.9809,5.4338
587,2888,16.252,3.2208
808,1935,15.893,2.7965
955,1891,14.486,3.1125
962,2150,18.595,1.7128
793,1882,13.641,2.2659
2150,3492,19.794,2.8308
1079,3492,11.7,3.3498
744,3720,10.861,2.9967
649,1306,17.606,3.4001
165,1306,19.373,3.2901
430,2965,18.843,1.2648
430,829,16.378,4.2212
1136,1210,16.586,3.3388
79,433,18.987,3.8959
1280,3216,17.769,2.491
1935,2381,21.083,1.9492
1935,2642,10.201,3.1494
102,1193,15.83,1.7321
623,2293,12.303,2.3277
425,509,20.622,2.6055
278,2271,18.362,1.1339
2697,3127,7.6608,2.9288
2677,3253,19.75,0.44038
2697,2883,20.16,2.6958
214,664,13.392,5.5008
1689,1936,15.112,3.3536
1152,1252,16.78,1.3793
165,2353,11.215,4.6085
140,3483,14.672,2.5245
3399,3483,9.9547,2.5079
690,2088,13.179,3.6198
565,1737,9.7487,4.2702
707,829,13.083,3.9408
852,3026,15.937,2.8635
222,433,20.08,2.2033
524,3038,14.934,3.5214
102,1280,31.499,3.4269
383,851,14.962,4.1317
697,1711,21.618,3.0434
785,2436,15.923,2.9665
354,966,16.939,4.2265
2861,3691,8.6367,2.9977
2764,3691,14.761,2.5654
1027,2960,13.506,3.0104
318,2146,12.774,3.7095
1599,3036,19.915,1.7137
1161,1165,15.411,2.9565
665,3720,11.255,2.3422
1712,1991,10.214,3.348
829,2965,9.769,3.818
1593,2162,17.966,1.845
433,2050,10.566,4.0052
259,914,23.792,3.827
524,3216,15.594,3.7988
345,381,21.49,3.2782
585,623,14.741,2.7269
164,585,20.291,2.083
509,2549,16.726,2.8962
2455,2541,7.7262,3.0884
49,3231,27.773,1.3319
1629,2343,17.466,2.4172
1629,3071,10.942,3.1893
452,1301,11.677,4.3093
1551,2353,15.942,1.2719
1054,2933,16.184,3.3379
382,1194,18.203,3.8883
375,3245,15.855,3.2662
2097,2571,7.1643,3.4042
1136,2837,11.805,3.5075
3038,3075,15.49,0.88344
433,587,18.127,4.4809
524,1280,29.703,2.0506
2381,2626,15.397,2.1604
383,679,14.075,2.9482
49,87,35.771,3.5689
1263,2883,20.349,2.3535
2455,3086,12.407,3.0693
2245,2280,16.579,2.8148
1629,3744,13.21,2.5749
1599,3643,16.805,1.2479
1165,1880,15.226,2.328
862,956,19.637,2.3478
1165,2623,16.556,2.4505
129,1661,13.505,3.7646
1918,2706,13.576,3.4045
165,1504,11.09,4.4201
807,1950,21.619,2.2283
406,1113,16.748,1.8966
341,3026,16.222,3.0737
707,1445,9.769,4.3086
156,433,10.599,5.7252
1280,2469,20.646,3.208
1935,2626,8.5086,3.6338
547,2496,13.05,4.0396
585,2293,13.868,2.3243
233,1083,22.005,4.3553
226,233,23.935,2.834
2901,3253,22.839,0.65954
2541,3086,14.861,2.0803
799,2241,17.713,1.714
129,1918,22.652,2.9489
1772,2706,11.985,0.97524
2162,2965,10.745,3.6223
433,1136,27.961,2.1477
1210,2837,14.845,3.0098
1370,1445,16.235,3.3053
524,3075,16.875,2.4017
79,846,14.331,3.7504
102,524,32.277,3.4812
833,864,8.5324,3.375
1509,2469,9.5053,3.3825
610,670,13.061,4.4928
308,670,13.727,2.9466
955,1083,9.8142,4.8001
3127,3562,14.635,1.9659
785,1151,14.695,1.5503
1882,3492,12.326,3.4474
3086,3256,12.383,1.7156
1982,3691,16.632,1.7211
1027,1629,16.495,3.6796
1165,2949,13.4,3.6763
1152,2146,22.559,2.6569
91,3720,22.886,2.4753
1252,1301,12.896,1.3051
778,867,9.4006,4.4303
373,2076,14.785,3.7382
1391,2109,18.081,2.9391
259,1102,31.216,2.7071
796,3026,11.957,2.8832
1445,1593,20.846,2.2511
1136,3075,12.079,3.3424
524,1959,17.031,2.2673
537,2752,13.3,1.9252
1711,2626,12.916,2.6572
383,1244,9.9448,4.8455
2677,2901,16.304,2.7997
1206,1891,14.362,2.7121
1027,3744,7.5475,2.6464
297,782,15.615,4.8919
2417,3071,15.807,2.2517
862,1936,19.259,1.8302
2273,3531,8.0288,3.0768
129,862,19.103,3.5849
704,2756,11.392,3.3396
428,1737,16.77,3.9491
373,690,11.197,5.5608
248,1075,14.484,4.3629
574,1113,9.6357,4.3634
430,1075,10.041,4.3477
2053,2109,12.722,2.7716
259,1357,17.754,3.9177
914,1357,15.051,3.8714
79,2496,14.501,4.2781
2293,2888,17.819,2.2303
2626,3458,13.405,1.0068
161,1193,17.685,2.8123
585,694,13.624,2.3777
833,2542,22.402,2.0899
345,697,28.173,2.9473
1263,2901,24.481,3.2131
354,2436,21.697,2.1624
2541,3185,11.445,3.1296
785,1882,10.491,3.7487
1982,2929,13.542,3.2254
1599,3660,15.372,2.5111
129,2273,22.27,3.3434
406,3380,15.56,3.0044
3436,3648,18.001,0.77134
102,161,14.331,4.6956
2485,2677,9.0498,2.6792
902,1083,14.55,5.1448
168,3788,17.746,3.0416
1982,2861,18.387,1.4526
1165,3152,16.205,1.2943
1713,3078,12.028,1.8183
129,140,25.47,3.0408
357,1557,23.621,1.78
1504,2933,14.815,3.1463
867,1194,11.955,2.1986
359,3245,16.602,1.2612
2319,2801,16.218,2.5941
1712,2801,15.826,3.8699
1113,3245,12.47,3.4688
430,2016,15.162,4.0823
2053,2113,7.4084,3.2017
752,1411,11.447,4.1314
1102,1411,20.896,3.396
1370,2162,18.433,1.7796
344,914,18.242,1.29
2626,2642,8.9657,3.4204
585,853,17.547,2.628
603,697,15.557,4.5036
1083,1244,24.331,2.406
1208,3788,21.985,1.3222
1891,2455,12.478,2.4794
2455,3131,20.173,2.4748
1696,3851,13.922,1.5152
1811,2273,15.487,2.4463
1811,3531,10.379,2.7073
413,1811,8.0946,4.0531
382,1325,11.166,3.911
1391,2162,14.136,2.7111
852,3648,20.812,0.73919
1593,2913,19.905,1.7444
1258,3441,9.7052,2.4029
1457,3075,13.727,2.1129
524,1370,16.358,1.5411
805,1357,12.995,3.1891
610,989,12.491,5.3381
902,955,11.58,4.4454
1964,2697,16.412,2.6555
1208,1964,27.308,1.1045
278,785,21.69,2.157
3086,3131,15.681,1.94
2150,3745,14.608,0.28144
214,3492,18.615,2.9256
413,2706,11.156,3.6727
3380,3399,9.0507,2.9389
373,428,15.416,3.9533
574,752,9.9769,4.0605
1113,1411,17.735,3.4818
969,1411,17.603,2.4827
2571,3648,14.823,0.97039
2162,2913,11.019,3.0846
3436,3441,7.1247,1.9851
1370,2913,16.956,3.1816
2293,2496,14.356,2.3542
694,2239,10.453,4.178
853,2239,19.895,3.6797
697,2381,24.19,2.8016
2485,2542,7.2447,3.9143
851,1244,14.504,2.0965
2485,3562,6.6125,2.7992
405,955,12.06,4.4757
405,1891,14.884,3.9603
1891,3185,14.186,2.9219
354,785,12.483,5.0846
3086,3185,9.1887,2.8428
2861,2929,8.8903,3.3176
1079,3745,14.541,2.4572
3198,3691,7.49,2.7509
1027,2875,11.049,3.0605
452,1811,20.072,2.0008
799,1362,17.119,3.3808
1306,2832,11.187,3.7695
165,2832,14.461,3.8156
1362,3372,15.387,1.3862
357,3372,9.5063,2.9303
73,1557,10.412,4.2061
73,1713,16.404,4.2396
1042,1194,9.3269,3.2527
1325,2088,9.7783,3.9445
1950,2356,17.379,3.2757
2023,2113,10.977,2.7268
2023,2053,9.8527,3.5816
752,2085,11.01,3.8688
2053,2837,9.1101,3.1536
3026,3648,11.852,2.5084
524,2206,13.618,1.7897
1370,2206,9.8829,3.0694
640,1935,14.092,3.0291
833,989,11.336,4.2643
1041,2496,8.0853,2.7079
102,2469,25.696,3.8307
381,2642,19.998,1.5723
161,625,12.106,4.648
383,694,14.333,3.1269
625,1083,18.703,4.1073
902,1206,6.6621,4.5617
624,3028,14.499,0.42386
354,664,10.055,5.8756
793,3745,11.56,2.5191
1027,2929,16.534,2.1293
956,1936,13.109,3.3416
2273,3242,15.93,2.0124
3242,3531,11.81,2.9939
862,1317,9.2334,4.7459
2273,2706,11.296,3.5369
1252,1504,18.82,1.9527
239,3483,15.225,2.3383
382,1042,12.187,3.6102
248,275,15.965,5.1144
690,2076,9.3912,3.5303
2097,2356,14.318,3.7605
1370,3216,10.961,1.9744
433,2888,20.69,3.2877
568,2888,19.112,3.1561
2469,3216,11.798,2.536
833,2485,24.385,2.0803
87,345,22.999,3.2339
603,1319,18.557,1.951
2883,3127,22.994,1.8021
3028,3086,7.1008,3.1994
1117,3152,13.583,2.8893
1117,2949,10.103,1.9184
649,2832,12.72,3.4941
969,3245,15.42,0.28357
2571,2754,8.2379,3.2447
433,2359,19.01,3.7644
587,2050,16.714,2.254
368,381,10.657,5.653
226,1023,11.581,4.1212
87,863,25.381,2.4747
2455,3028,8.3132,3.303
49,1666,26.664,2.6903
452,2146,15.447,3.2939
1599,3720,15.559,1.0278
1811,3242,12.675,3.3472
1054,1950,25.857,2.9036
690,1325,14.731,3.3391
1325,2801,10.768,4.7011
1712,2076,13.989,3.3983
2754,3648,12.19,2.3701
1136,2359,10.861,4.5612
2206,3038,11.922,2.9222
79,156,15.777,4.3644
2359,3075,11.599,3.3018
568,587,17.293,4.5894
864,989,7.1301,4.1336
