#I, J,  Distance,  diameter
267,1168,11.953,3.1
49,93,17.439,4.1971
2525,3667,7.3243,2.619
134,839,11.502,4.1182
766,4401,13.019,3.2528
169,182,12.193,4.4722
1879,3420,13.413,1.7011
1879,5441,10.254,2.4576
4306,4896,10.371,1.7846
2835,3032,8.3957,2.8501
4711,4896,6.934,2.5027
4896,5571,15.203,2.2846
2342,3551,8.5363,3.0997
3551,3918,8.1176,1.6351
319,2257,10.185,3.0438
509,793,18.327,2.5501
319,891,18.321,3.4778
3196,3362,15.022,2.3365
319,2035,17.151,2.6267
1250,1598,11.993,3.5383
1866,2806,17.335,1.6726
1650,2275,10.362,3.6879
1142,1327,15.336,3.5071
1549,2567,7.9397,2.8741
2004,4024,15.103,2.3176
4178,5612,10.654,1.8097
1279,2629,16.283,2.7568
617,1319,19.939,1.7683
617,2756,19.28,1.8327
583,1753,12.23,3.1281
1279,1753,20.902,1.6025
1605,1753,15.782,0.28321
526,1605,16.397,2.8299
81,93,18.556,4.14
4277,4882,15.77,1.1481
262,374,22.829,2.0006
2575,4022,12.987,2.8625
2575,2825,14.559,2.3222
208,990,15.956,2.5329
1739,3482,15.678,2.5955
114,338,18.52,2.0933
1196,3482,17.749,1.9576
261,1617,7.0937,3.7066
1116,1217,13.515,2.236
2257,3572,14.22,0.97518
445,3107,6.9859,3.1792
575,3107,8.876,2.4694
2938,4698,12.923,2.1656
3362,4698,10.943,0.52887
192,3813,26.178,3.1591
1491,3181,17.359,2.668
299,1549,18.382,3.6071
1316,1549,12.583,2.5191
3821,4956,11.743,0.28147
715,4347,16.273,1.851
59,4024,26.9,1.9854
670,5533,10.374,1.8903
1926,5341,14.854,2.5056
617,1926,20.466,2.793
583,2198,10.826,2.8756
782,2732,15.383,2.8012
262,564,16.453,2.6961
150,394,8.7882,4.3866
564,1058,13.123,3.4965
30,114,13.436,4.8485
2917,3886,10.363,2.0709
562,2651,13.244,3.4841
119,3770,22.241,2.895
62,1771,16.897,1.9026
1116,1771,9.6545,3.1105
2342,3770,9.4481,3.5128
2444,2787,13.435,2.7327
916,5278,8.6682,2.0732
2938,3340,15.804,1.9481
3689,5719,14.281,1.9037
3196,4698,11.433,3.1025
509,2263,13.493,2.9283
941,3813,13.151,2.4379
2433,2799,15.159,1.8929
3181,3597,9.1583,2.3339
1426,3355,16.499,2.6651
1549,2542,12.777,1.6234
1273,1652,6.2349,2.8396
715,1273,15.384,2.473
429,1279,14.218,3.0051
456,2629,12.746,3.1575
2469,4433,15.877,1.9714
1319,1926,13.239,1.7885
617,2638,13.148,3.0243
2198,2348,10.907,1.7645
2002,3953,23.84,1.1706
102,782,30.031,1.3741
111,2525,23.355,2.849
2622,4277,10.575,2.8488
985,4882,9.6249,1.7297
985,1280,11.877,2.9947
967,3667,9.71,2.5662
134,1117,12.151,3.7172
243,1117,12.483,4.2585
144,4401,14.367,2.4203
150,904,15.668,2.3024
1117,1360,9.7455,3.2567
45,338,18.712,3.8634
45,182,12.258,4.6008
3896,4896,21.482,2.3022
1196,3896,15.842,3.2431
2573,2917,9.7169,1.989
5312,5706,11.216,1.4204
1039,2651,20.629,3.0547
3918,5571,12.154,1.5959
4490,5278,10.593,1.5288
1351,5594,16.705,1.0108
509,1956,10.658,2.5714
3689,5977,15.109,1.5902
3065,3787,13.928,2.4351
793,1824,14.265,3.2418
1824,2263,20.483,1.8979
1327,3284,22.735,2.3767
3355,5479,10.293,1.1377
747,2542,16.775,2.6281
747,2567,14.314,2.743
4165,4956,9.6935,1.6559
59,2004,22.942,2.8157
752,1036,18.88,1.9828
2681,4194,13.097,2.3896
617,827,16.175,2.4326
1772,2732,13.825,2.946
93,102,25.233,2.8216
1280,4277,22.766,1.3277
1938,4042,10.394,2.4748
851,1280,22.186,3.0357
502,1203,17.175,2.8095
7,1117,20.13,3.0049
110,4401,31.197,3.2659
110,364,16.415,4.0472
1099,3420,14.682,2.6579
208,3420,10.039,3.0322
562,2917,9.0142,3.5664
281,1771,17.034,2.4263
354,3076,16.382,1.6356
2257,2342,9.4917,1.6396
4979,5719,7.9481,1.7345
319,3107,15.551,3.1704
4781,6009,11.175,1.4602
1650,1780,11.658,2.8394
4526,5702,9.6069,1.7732
324,2570,16.733,2.8856
324,1650,12.522,3.4596
826,2542,14.778,1.3749
1426,1555,21.928,2.6803
715,3317,20.238,2.7975
3186,4956,11.826,2.7286
429,2469,7.6724,3.0392
526,1753,14.557,3.5232
1664,1938,7.9911,2.8205
985,2622,17.959,1.4364
730,1071,10.738,2.4765
140,851,31.205,0.77354
851,3513,17.822,2.4246
110,144,26.063,3.7534
338,879,15.188,0.88924
562,3840,20.397,2.9752
1196,4306,21.066,1.7328
273,3076,17.06,0.64143
1217,1771,8.2607,4.0502
486,3076,17.527,2.8969
749,2799,17.103,3.0998
2806,4245,11.657,1.7889
2111,4526,11.743,1.859
1387,4526,12.444,2.5711
3013,3355,8.6008,2.1267
54,1664,8.3378,3.6682
150,243,20.31,1.311
116,144,6.6102,4.525
2651,2917,9.4973,2.9714
348,2835,13.112,2.4821
2573,2651,14.421,3.1754
4702,5267,9.0627,1.6864
3551,3770,8.9305,3.3099
273,1363,13.452,3.6758
445,1210,16.868,1.3692
575,1210,16.38,1.7972
397,2257,14.783,2.5256
1351,5719,11.354,1.8112
5719,5977,6.2506,1.63
1351,4979,17.408,1.8225
3689,6009,16.776,1.1144
916,6009,20.644,1.9186
6009,6151,5.0694,1.0082
1250,1824,18.687,1.7655
1777,3602,14.509,2.4314
2349,3602,14.004,0.28157
1598,1824,22.081,2.4082
1491,3065,16.006,2.9527
1802,3813,16.942,2.9522
435,1866,20.232,2.3701
2424,2443,14.895,0.66334
1491,4533,19.416,2.1219
3296,5702,8.5154,2.2324
3181,4476,15.778,1.8414
4709,5582,15.504,1.6962
3013,5479,7.8849,2.3438
747,2101,17.533,2.4363
1162,2731,11.393,2.6896
2731,3496,10.131,2.6932
1124,3687,12.932,2.1594
752,4575,12.523,2.5088
4194,5612,10.386,1.7289
630,1195,21.186,2.25
2638,5341,10.754,2.8329
583,622,19.758,1.5637
622,4433,15.695,2.4161
959,2629,12.277,2.1637
782,3935,18.97,2.0576
959,2421,18.901,1.8162
827,5678,13.686,2.2218
166,1688,21.785,2.5189
49,66,21.998,1.8666
839,1071,9.4383,3.5255
1203,2664,15.245,2.1715
134,904,20.496,1.1218
135,1464,15.97,3.413
4025,5441,17.853,2.4544
364,1033,13.086,3.6903
116,182,20.899,3.7385
1485,1879,13.466,2.3068
208,1485,13.05,1.8027
1739,2917,13.194,1.7836
562,2787,15.814,3.1833
1548,2149,6.7507,3.7342
1363,1617,10.325,3.1944
1617,3076,10.173,1.8404
654,1210,15.538,1.9198
575,1217,18.43,2.4935
1021,2799,16.448,1.9767
1021,3813,16.808,2.5427
3181,3570,14.614,2.4515
749,2433,14.334,2.8713
648,1780,12.188,2.5321
3186,5582,13.669,1.8137
2169,4024,9.5312,2.3347
2731,3687,10.049,1.6508
1957,2731,11.927,2.4717
3819,4194,11.405,2.3705
715,2965,10.964,2.5239
181,615,15.256,3.0532
4022,4042,14.715,1.9268
30,45,14.747,4.5409
562,1482,20.274,2.5839
1485,3420,10.197,2.7812
4896,5880,15.994,1.4902
3891,5880,16.244,1.4214
119,1116,23.215,3.8581
601,1363,13.104,3.6832
1116,2342,15.386,3.0457
273,1824,16.812,3.2658
509,1824,19.174,2.4083
5977,6009,9.7759,1.8021
1443,2018,12.409,2.5614
1250,1443,10.079,3.0134
947,1443,13.986,2.1156
1866,4245,18.122,2.2039
324,947,17.536,1.9702
2018,4550,14.466,1.7936
684,4245,15.337,1.9592
684,1981,17.265,2.4183
670,4029,12.546,1.9752
622,2469,13.456,2.7825
583,1434,14.271,3.1334
102,166,21.233,3.8214
1365,2525,9.7009,3.027
68,615,15.822,3.1842
44,113,28.898,3.4925
1203,3513,10.439,2.3689
570,1203,18.455,3.0469
144,182,24.437,2.3552
135,2086,17.571,2.7291
135,3032,22.155,1.3332
562,4733,15.549,2.7646
96,261,18.518,2.7827
891,2881,9.2225,3.5549
1250,3602,12.362,2.0022
4781,4951,16.432,2.2596
891,1021,21.944,1.9851
1598,2018,15.594,2.4665
3181,4533,15.994,1.6466
1426,2443,20.958,2.7943
3570,4955,16.566,1.7171
3570,4533,16.121,1.8769
1981,3839,21.378,1.5129
1387,4709,16.627,1.6437
747,1549,14.02,2.5047
1251,2374,18.536,2.4073
2636,3961,16.934,2.0089
3961,5541,12.539,2.2729
4178,5541,8.7266,2.1219
5541,5612,6.929,1.6468
1921,4433,12.992,1.6395
476,1605,25.892,1.6817
675,1605,18.172,1.9244
526,675,19.443,3.0889
111,465,15.117,3.794
493,5678,8.7111,2.5379
514,1010,22.512,2.6184
113,730,20.238,4.2288
134,990,19.004,2.8047
30,570,14.64,2.8211
2086,3032,19.316,1.4862
1196,2917,15.125,2.8323
1196,1739,11.751,3.3936
208,5312,23.128,1.7292
2041,5144,14.494,1.7936
96,601,12.528,3.3667
5267,5278,8.411,1.6789
1116,2257,17.978,2.2401
1217,3107,14.622,2.82
3287,6009,15.659,0.28074
1598,5175,8.3342,1.7925
749,1021,13.11,3.9449
2018,3296,10.162,2.4514
947,4550,15.309,1.8098
4533,6131,6.6345,1.7219
826,2275,12.417,3.5934
3317,5593,14.582,1.4843
1124,1957,15.473,2.0174
2198,2469,20.436,1.7908
476,1279,19.298,3.2929
622,1921,9.958,3.2071
1921,2198,11.509,2.8951
874,909,19.816,3.1202
2519,3702,9.5901,2.937
3702,3953,17.005,2.2589
1772,2519,13.546,1.2296
93,526,18.796,2.4404
102,326,16.271,3.7917
54,78,13.641,4.2452
113,615,27.598,3.3664
851,4277,25.491,1.3133
134,150,20.667,2.9444
30,312,11.979,4.1339
1482,5442,14.096,2.3621
1033,1399,14.405,3.7907
5571,5880,9.3112,1.9592
2149,2835,12.78,1.806
348,1548,10.156,4.0257
2444,2651,23.7,2.8902
3340,5278,11.136,1.6155
2257,5985,17.679,0.39874
1824,1956,11.513,2.6715
4992,6009,11.052,1.5787
2035,2881,16.439,2.2126
3362,3655,13.624,0.55015
2881,3813,6.9172,2.9273
648,5175,10.883,2.1675
2111,3296,10.531,2.26
1387,2111,13.166,2.7914
1149,1327,10.798,2.3537
1149,3839,18.944,2.2476
1387,3186,18.276,1.2198
2295,5582,9.1156,2.0263
1273,3317,16.539,2.5437
1251,3324,19.192,2.2628
1124,2731,11.6,2.3664
2681,3439,10.388,2.1328
2004,2965,14.643,1.3626
429,476,10.599,4.3652
622,2198,17.015,1.5771
476,2629,23.978,1.9242
1434,1947,22.918,2.849
1279,1434,19.238,2.3358
1434,1753,9.9905,2.8827
93,326,10.155,3.6546
985,4277,14.145,2.3083
2525,3235,7.3036,3.4421
1058,4401,10.717,2.7886
144,1058,15.045,1.9212
141,144,10.531,4.0579
79,141,10.854,4.3952
990,1117,14.556,3.0845
208,1117,17.788,2.0658
570,1464,14.242,3.6971
208,3533,14.723,2.8442
312,338,8.7816,4.8135
2041,5312,18.951,2.2663
2917,3896,13.523,2.543
2651,2787,14.274,2.7652
1351,6087,13.36,1.5092
1598,1780,13.931,1.7383
5323,5908,11.376,1.9228
3296,5908,11.074,2.0634
299,1780,16.291,2.9287
2433,4245,14.428,1.7435
324,1780,10.554,3.448
1228,2433,10.201,3.2343
130,1228,18.33,3.84
1387,2295,16.506,3.0134
3186,4099,13.188,1.6081
2890,3186,22.627,1.5722
889,2593,14.917,2.8108
1921,1947,19.161,2.7698
622,1947,21.192,2.5901
2519,2732,9.898,2.2583
111,1365,12.909,2.842
66,93,20.093,3.8575
181,1280,22.767,2.2768
353,2382,7.2389,3.2019
990,2382,10.099,2.9486
79,607,13.104,3.7598
45,312,15.187,4.598
3548,3896,18.667,2.2447
3548,4306,16.139,0.28124
3548,4896,12.569,1.734
1739,3896,17.685,1.8248
601,1548,11.386,3.7426
1364,3918,20.453,1.74
916,5267,9.599,1.9772
916,3340,13.897,1.7713
319,2881,15.143,2.0715
3167,3655,12.206,1.9177
3215,4951,15.599,1.7643
2111,4550,7.5073,2.8781
2443,4955,11.34,2.0432
1387,5702,10.075,2.1257
4533,4955,14.169,1.8989
299,1528,16.848,2.7781
1142,1528,10.847,3.3864
5593,6131,7.0954,1.4964
3317,6131,14.603,1.6666
826,1251,12.671,2.8836
4194,5541,13.166,1.8639
3439,4194,14.706,2.4712
889,909,10.415,3.4723
166,262,12.213,4.1797
66,2199,13.263,3.3755
2199,2622,11.404,2.6907
49,1230,19.608,3.1991
3235,3667,7.9671,1.8263
114,607,21.467,2.9108
141,182,24.382,3.471
1485,5441,16.217,2.2323
3482,3548,18.512,1.7055
119,1033,19.355,3.5696
1210,1217,11.89,2.9736
5719,5890,8.7863,1.6408
3167,3628,10.931,2.7257
435,749,13.552,2.627
324,2275,14.745,1.9604
1426,2957,23.433,3.0855
4955,6131,9.718,1.6373
2226,3024,14.641,2.83
3324,5584,10.544,2.4933
2636,4194,17.586,1.605
2636,5541,14.757,2.1958
2890,4582,13.066,2.8524
1036,4582,12.581,2.1963
670,1189,8.5348,4.1165
1047,1189,9.366,4.3368
1947,2469,19.138,1.8795
166,1772,22.834,2.2096
78,1168,9.672,3.3726
394,1071,13.834,2.2327
4733,5442,8.0282,1.7942
5258,5278,11.873,1.0723
916,5258,10.451,2.3672
1956,3076,10.343,2.5341
1363,1956,6.4056,3.3206
2119,2938,16.891,2.3165
3689,5890,14.18,2.0941
2938,3628,17.27,2.4072
3602,5323,12.425,1.4643
1443,1598,13.784,2.4953
1981,4245,9.9425,2.6494
1387,5582,9.6387,2.0748
1327,3940,14.646,1.9246
3317,5479,10.67,2.1794
747,826,16.497,3.1419
3324,4956,10.811,2.4132
1957,2838,12.992,2.604
2838,3496,10.398,2.4561
675,1753,14.887,2.2888
514,827,24.696,2.0491
990,3533,11.576,2.5173
1399,4711,21.022,2.8766
2086,2835,8.4214,2.6468
96,2149,18.815,1.7992
3287,4992,8.0691,2.7371
1824,5175,19.515,0.92963
3196,3602,16.595,2.0915
1021,1802,18.547,1.7299
1228,1802,10.797,2.4956
2545,5525,10.381,2.2722
324,4550,16.624,1.3989
2111,5702,10.947,2.4284
1149,1981,8.6052,2.4443
1327,2456,9.6984,3.1707
2957,4955,11.524,2.5834
2957,3013,6.2906,3.4803
2776,3355,12.08,2.7768
2957,5479,13.951,1.7465
1124,1251,6.949,3.9861
1781,4433,16.963,0.8154
1781,2198,17.623,2.9087
476,1434,18.872,2.8152
583,1921,12.892,2.4213
456,959,16.805,3.3448
2199,4277,11.595,3.0088
967,3235,9.5972,2.841
134,2222,10.913,3.7043
141,1058,12.603,3.3102
3420,5441,15.333,1.9356
1482,4733,15.796,1.9714
562,1739,19.085,1.3382
1196,3548,15.517,2.7754
1879,2041,14.519,1.7115
2573,5325,11.365,2.0584
1364,3551,15.603,2.6779
3340,5258,11.735,2.4019
3689,5267,14.333,1.7751
2119,4698,10.734,2.3804
3340,3628,16.351,3.0107
3196,4762,17.6,1.69
3215,5858,13.842,2.0475
435,4245,14.277,1.9838
324,1598,16.471,2.7815
5702,5908,10.657,2.1071
1426,2776,14.668,3.1114
826,2295,18.284,3.34
1162,3027,13.759,1.1373
2890,4956,19.603,2.4031
752,4582,8.7726,2.3545
1319,3088,16.903,3.1804
617,3088,15.359,2.3399
514,5678,18.285,2.1734
166,326,10.765,3.5944
66,1230,17.124,3.2592
113,1071,20.692,4.0808
851,985,16.372,3.1829
4028,4042,7.1549,3.0474
374,529,23.501,3.3948
1482,1739,11.176,2.775
3420,4025,12.898,1.3261
4547,5880,10.257,1.8221
119,1771,22.356,3.4964
2257,3551,13.343,2.2593
1598,4565,13.566,2.3162
1491,3538,14.769,0.28268
1443,4550,17.222,3.0413
324,1443,24.65,2.3201
1549,3027,13.034,3.5162
3439,3819,13.573,2.4261
622,1781,7.5573,3.643
597,2638,17.642,3.0282
69,1140,20.988,3.48
2002,4072,23.01,2.4229
78,267,18.403,1.8375
68,514,22.239,2.2919
93,1230,16.148,3.763
442,615,9.8307,3.8287
564,4401,16.039,1.9485
1117,3533,10.943,2.4045
99,110,35.82,2.9289
45,710,17.667,3.6819
261,338,15.836,3.9724
4547,4711,12.546,2.3089
5267,5312,11.841,1.5411
2342,3440,9.7294,2.7122
119,3440,19.992,2.3343
1116,3440,16.116,2.3209
1363,3998,12.522,1.9649
3287,3340,12.779,1.6771
1824,3998,8.2877,1.9504
2498,2938,11.122,1.5352
397,2881,12.523,2.0359
319,2532,16.332,2.1297
3287,3628,11.293,2.1271
2532,2881,5.4855,3.296
1628,3196,15.67,1.7205
1443,3602,11.513,1.8754
1021,1228,12.334,2.6329
2018,2111,10.553,1.2687
3538,4533,14.18,2.7535
3181,3538,9.6801,2.6966
1327,5525,12.007,1.1459
2957,3317,13.075,2.3094
4956,5584,8.347,1.91
2731,3027,8.9859,2.8555
1036,5335,13.76,1.7571
2004,5454,13.759,2.93
1319,1585,14.223,1.8369
4022,4028,12.198,2.3515
79,529,20.005,2.3547
1203,1464,17.745,2.4801
1117,2222,5.9517,3.5089
141,4401,14.046,1.4024
141,607,14.862,4.6092
116,141,15.217,3.1391
4025,5224,14.9,2.251
182,710,11.814,4.0182
4547,4896,17.625,0.28168
1485,2041,7.9098,2.6971
2917,5325,10.839,1.9922
96,1548,15.463,3.931
1617,3195,10.201,3.5079
3440,3770,8.9609,2.4675
2498,3167,14.804,0.86451
3655,4762,6.6617,2.4366
509,5175,19.365,2.3171
1628,1777,19.303,2.7531
1443,3296,14.411,2.8708
1780,4565,9.8995,2.1049
1443,2111,13.927,2.5641
4245,5525,7.0498,1.8268
1149,5525,8.7209,2.3264
130,5381,16.682,2.6607
1426,5381,11.934,1.5172
1387,2889,7.9551,2.7677
2776,3013,12.109,2.2491
3317,4955,8.4071,1.5951
1528,1549,12.598,3.5982
3183,3940,13.04,2.402
3153,3183,15.028,2.0301
3183,3839,17.668,0.70165
1124,2838,12.939,2.3633
2965,5454,10.897,2.3308
1781,2469,17.413,2.1044
360,1926,22.9,1.8695
394,839,13.325,3.4066
570,607,23.373,3.0959
116,364,17.419,1.7764
1099,5224,14.392,2.4207
3420,5224,10.209,2.8379
208,2041,19.375,2.5576
281,1520,25.856,1.6101
261,3195,11.787,3.2774
96,1363,12.687,2.9061
486,1956,18.841,1.4961
319,915,13.88,3.5028
1250,3988,11.965,2.5253
2263,5175,18.11,1.42
527,2018,14.062,2.0127
324,826,23.396,2.5013
2549,5593,15.343,1.7619
4099,5582,12.975,2.1126
747,2275,11.852,2.9192
1327,3183,12.648,3.2456
1426,1703,21.105,2.0477
1555,1703,13.483,2.4523
2890,4099,19.752,2.2096
4099,4956,12.081,2.4893
2890,5335,12.22,2.0508
429,622,11.764,3.4908
360,617,19.257,3.4458
456,476,17.717,2.8107
69,4072,21.879,2.0499
2063,2421,15.025,2.9419
657,1605,15.317,1.1857
326,526,15.219,3.1069
1365,3235,12.423,2.9047
93,262,19.256,0.93311
79,1058,16.704,2.7768
30,607,13.718,3.5264
3548,4547,11.304,2.5387
720,2835,20.017,1.4053
720,2149,23.614,0.39987
2651,5325,10.733,2.4806
3076,3195,10.349,2.4797
5258,5267,7.5886,2.0407
2119,2894,13.259,1.9593
3689,4443,17.829,0.28181
3167,3340,11.081,2.0963
2498,3628,15.796,2.8389
4951,5858,14.55,2.0451
1387,4550,13.462,2.3158
2443,4653,8.4074,2.4051
1149,2545,15.327,1.1135
4653,4955,6.78,2.4351
768,2275,8.9471,2.373
1142,2456,10.379,2.7161
2549,3317,18.252,2.305
1224,5341,13.089,2.2871
959,2063,10.782,2.4267
267,1140,17.775,2.5768
526,657,13.684,4.9981
657,2421,15.618,2.588
1168,1214,9.7293,3.7336
66,2063,26.628,2.3108
93,166,16.555,3.261
49,166,26.511,0.90088
442,730,14.041,4.3483
99,564,14.81,3.3125
134,2382,20.242,2.3572
529,607,16.085,4.0002
3896,5325,15.893,1.7743
96,720,12.082,3.2737
96,1617,9.4686,2.4164
686,2342,16.09,2.7895
686,3551,16.785,2.3148
686,2257,12.227,3.0209
5890,5977,8.9351,1.6267
397,915,15.552,2.5211
2035,2532,15.287,2.9065
4565,5175,7.8604,2.6599
3538,3570,16.558,2.2721
324,768,8.3254,3.9785
768,1650,11.125,1.9573
1426,3366,14.248,2.4311
1652,2549,18.594,1.682
1703,2169,15.555,2.3189
747,3027,14.618,2.4117
1957,5359,14.469,1.7651
59,5454,22.115,3.0464
1682,2965,9.7454,2.8522
1781,1921,11.576,2.7917
470,5341,10.411,2.6782
2732,3935,13.043,2.3543
267,2619,10.049,3.2583
267,1214,14.582,3.311
111,493,16.36,2.9486
985,3513,19.621,2.4691
113,394,17.223,4.6262
851,1203,12.151,3.5112
1624,4401,14.694,2.8376
110,1624,30.025,2.9052
533,1099,17.811,2.6522
1520,1771,19.293,2.6085
1217,1520,14.917,1.3711
1364,3770,13.742,3.0464
486,1439,19.303,3.2153
3628,3655,8.0288,2.4004
4951,6009,20.604,1.9468
3602,3988,13.434,2.2034
1780,5175,11.572,2.298
527,1443,9.2593,3.7569
1981,2433,15.661,2.3515
299,324,22.753,2.8524
1981,5525,7.1294,2.1647
1703,2776,11.04,2.9004
2549,4533,18.695,1.5642
1273,3674,7.7946,3.3077
2731,2838,6.8369,3.7814
1212,3088,21.895,0.27855
597,617,8.4841,3.6968
476,675,24.674,2.4825
66,4277,19.325,2.3242
68,113,25.711,3.4573
181,442,10.754,3.4985
1664,4042,14.085,1.7816
134,394,20.918,3.4509
99,4401,14.494,2.9544
2651,4733,8.2041,2.4151
261,720,13.82,2.9235
1956,3998,8.7738,2.589
1021,2433,11.151,1.7715
3317,3674,19.261,2.8071
715,3674,14.271,2.8942
1567,4194,20.253,2.2835
752,3826,8.5508,2.8311
2681,3826,11.659,2.2881
630,6145,19.748,1.131
198,1212,34.743,1.9345
909,1140,14.63,1.7638
675,1434,10.878,3.4609
2732,3702,9.1524,2.8091
526,537,12.272,3.0715
233,985,17.407,3.2281
233,1280,22.072,2.4924
967,4254,12.323,2.4025
2382,4254,10.571,2.4107
99,1624,19.491,3.5016
208,533,17.433,3.4112
1439,3076,10.016,2.4118
2119,2498,11.777,3.1911
1443,3988,10.544,2.5014
4290,4951,11.643,2.0306
1149,3183,8.2669,2.4747
1703,3013,9.2306,3.6715
2295,4099,12.462,1.9425
1251,2295,22.503,1.6572
2681,3819,12.599,1.9681
752,5335,22.39,1.4481
2593,4385,7.6615,2.9018
622,1434,16.351,1.916
93,537,12.773,3.8509
66,1559,19.851,2.5935
1559,2199,10.516,2.8365
1230,2059,17.299,2.5085
529,2059,7.203,3.4366
99,1058,15.468,4.2271
364,1624,8.2835,3.9707
99,144,19.388,3.2525
30,710,16.721,3.6751
1399,4547,22.434,1.4648
1210,1520,7.1551,3.0066
4443,5890,11.373,1.5795
915,2257,10.576,1.7486
915,2532,9.9282,3.6761
3196,3657,7.4591,2.2165
1628,3602,16.64,2.1438
527,2111,12.482,2.9127
3366,5381,7.3531,2.709
1149,3153,16.971,1.2413
1703,4024,14.217,0.8836
4099,4677,11.591,1.8355
2838,5359,7.9096,2.1335
1047,6145,13.813,1.688
2365,2593,7.3566,3.4556
470,1926,17.848,2.2017
1224,2638,18.64,1.1279
1261,2732,12.841,2.7144
2421,4480,10.044,2.5424
326,537,12.143,3.1365
66,657,18.628,2.7709
4277,5433,8.0833,2.4085
68,73,9.4761,4.4803
73,615,14.766,1.8268
113,839,17.866,4.1382
2029,4022,8.7686,2.9748
2029,2825,14.747,1.9467
2359,2825,10.266,2.3273
144,607,23.942,2.3179
533,1485,16.965,2.1688
1000,4711,18.549,1.4546
119,1399,27.922,3.1787
1116,3748,16.662,1.917
2257,3748,13.082,2.3108
4443,5267,19.297,1.8342
486,1514,27.041,1.1332
1217,3733,14.033,2.6578
1650,2959,13.317,0.71544
2226,5484,13.874,1.7826
2889,5582,8.5,2.0355
670,3153,17.724,0.66034
899,5341,25.915,1.5741
360,1585,14.678,3.458
476,622,15.953,2.2224
2629,2828,21.99,1.3948
597,1224,12.222,3.5658
69,821,18.143,2.9795
1140,2619,10.391,3.2221
113,150,11.254,4.4625
1099,2121,13.583,3.0784
1807,3533,9.7375,2.5663
1482,2359,12.994,2.3743
607,755,13.252,4.1245
2359,5442,16.91,1.9843
5224,5441,13.156,2.2378
533,2041,23.479,2.5261
1000,1399,10.621,2.9128
1196,5325,14.454,2.4527
414,1879,21.019,1.9746
1439,1514,8.6285,3.9875
3287,5258,14.667,1.8151
1628,3657,9.4966,1.9084
1824,3988,17.737,2.3649
527,1598,18.062,1.6838
2456,3183,9.6385,2.3274
5338,5582,8.3884,1.995
4099,5338,9.2541,2.2745
1273,2549,14.271,2.1522
1567,3024,18.009,2.4117
3819,5541,13.156,1.9475
909,2365,16.912,2.4226
66,4480,16.527,2.1814
1230,2448,9.322,4.0076
4277,5208,17.583,1.7105
967,2829,7.7624,3.1693
990,2121,12.504,0.92657
1099,2437,13.392,3.1929
135,3451,12.113,2.8273
1464,3451,11.094,2.7613
990,1807,12.669,1.9138
30,755,11.459,4.03
533,3533,12.45,2.731
45,755,16.483,1.5726
1485,5224,13.911,1.9374
414,2041,13.211,2.3141
348,759,16.249,2.6457
2127,5267,13.806,2.7174
3107,3733,13.729,1.7889
319,686,16.337,2.5597
3287,4276,8.1834,1.9553
4951,4992,25.729,1.0201
709,2433,8.4048,3.238
1426,4653,23.244,2.7419
324,2959,18.055,2.4972
2776,3366,8.7845,2.2607
2890,4677,21.536,1.682
3394,3439,17.229,2.3786
2681,3394,13.532,2.7575
476,2828,26.146,2.5894
1261,3702,11.479,3.0923
78,1664,19.185,2.379
529,1058,23.418,2.4289
1099,1807,13.358,2.6902
2437,4025,15.395,1.3467
759,1548,12.466,4.1978
119,3748,24.954,1.7388
1771,3748,13.655,2.4988
2498,3340,11.205,1.8661
915,2881,11.523,1.5566
3287,5578,11.926,1.9987
527,4565,14.999,2.7458
709,1228,11.911,2.8387
4290,6059,6.0848,1.6535
1387,5908,13.855,1.9149
1703,3366,10.573,2.68
2889,5338,9.595,2.46
2549,3674,16.359,2.4393
2295,5584,9.1715,1.2957
360,470,18.063,3.354
821,874,19.427,1.334
821,4072,11.78,2.7733
493,617,14.373,2.4893
1214,2619,10.083,2.4991
657,675,11.511,3.0574
2063,4480,10.027,2.929
1230,1559,14.928,1.2983
851,5208,19.953,1.9577
135,886,10.198,4.2496
99,364,22.773,2.5633
182,607,27.265,3.2873
710,755,10.345,3.7396
1464,2086,26.506,2.3571
1000,4547,12.332,2.7786
119,2902,24.977,2.4874
2651,3398,6.5722,3.2049
1364,5880,18.777,1.8916
1771,3733,9.0315,3.0183
1210,3733,12.8,2.5012
2127,5258,13.295,2.8656
4443,6009,11.631,1.4835
5146,6009,12.038,1.4265
4951,5146,26.96,1.7325
2532,3813,12.922,1.0162
324,527,14.305,2.8891
749,4245,11.284,2.5915
3153,5907,10.941,1.4921
1567,3819,12.695,2.7338
670,1892,10.395,2.8891
1434,1921,16.725,2.8436
985,5433,15.009,2.5291
2121,2382,13.301,1.8645
2437,5224,9.1518,2.4657
338,720,13.441,4.7273
2498,3655,13.407,1.8837
1628,4987,11.557,2.2371
709,749,11.787,3.1802
4533,4826,13.484,1.7254
299,2959,17.165,2.0189
2776,2957,8.6036,2.715
4099,5584,10.925,2.0422
3819,3826,12.454,2.1122
456,4457,12.706,2.4432
470,1224,14.515,3.9174
2093,4072,10.314,2.6302
537,657,6.9304,4.778
73,442,11.521,3.3222
181,233,13.191,2.1911
1559,5208,12.059,2.4552
2121,2437,9.9144,2.9005
1099,3533,16.264,1.6166
720,2086,21.628,2.4914
1399,2902,11.923,2.9651
759,801,16.136,2.5119
1210,1771,15.591,1.6329
1210,1514,16.19,2.248
